1,13
1,16
1,25
1,43
10,11
10,23
10,44
11,10
11,23
11,44
12,6
13,16
13,25
13,31
13,37
13,43
14,39
14,5
15,30
16,13
16,25
17,29
17,32
18,26
18,27
18,33
18,9
19,45
2,24
20,35
22,28
22,7
23,10
23,11
23,44
23,8
25,31
25,37
25,43
26,18
26,34
26,41
27,33
27,9
28,22
28,7
29,17
3,38
30,15
30,36
31,37
33,26
33,27
34,26
34,4
34,41
35,20
36,30
36,40
37,16
37,31
37,43
39,5
4,34
4,41
40,36
41,26
41,34
43,13
43,25
44,10
5,14
5,39
9,26
9,27
